ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_NUMBER,BRANCH_CODE,BALANCE,STATUS,OPENED_DATE,CREATED_AT
ACCT_00001520,CUST_000770,SAVINGS,546765835,BR_01,477777.48,CLOSED,2023-10-19,2026-09-20T15:49:40.224812
ACCT_00001521,CUST_000770,SAVINGS,950720916,BR_13,224944.86,INACTIVE,2025-01-26,2026-09-20T15:49:40.224815
ACCT_00001522,CUST_000771,CHECKING,248411584,BR_08,353080.22,CLOSED,2024-09-30,2026-09-20T15:49:40.224825
ACCT_00001523,CUST_000771,MONEY_MARKET,818671253,BR_05,270720.6,INACTIVE,2022-07-13,2026-09-20T15:49:40.224828
ACCT_00001524,CUST_000772,SAVINGS,490530383,BR_13,433410.16,CLOSED,2021-12-02,2026-09-20T15:49:40.224838
ACCT_00001525,CUST_000772,MONEY_MARKET,409272679,BR_03,251065.38,INACTIVE,2023-03-12,2026-09-20T15:49:40.224841
ACCT_00001526,CUST_000772,CHECKING,189096814,BR_13,346620.8,INACTIVE,2026-06-30,2026-09-20T15:49:40.224844
ACCT_00001527,CUST_000773,CHECKING,142307777,BR_01,78055.98,INACTIVE,2024-07-20,2026-09-20T15:49:40.224854
ACCT_00001528,CUST_000774,CHECKING,729568465,BR_11,439216.02,ACTIVE,2025-04-24,2026-09-20T15:49:40.224864
ACCT_00001529,CUST_000774,CHECKING,790040719,BR_15,412926.14,ACTIVE,2022-02-27,2026-09-20T15:49:40.224867
ACCT_00001530,CUST_000774,SAVINGS,440780867,BR_02,104251.13,INACTIVE,2024-09-24,2026-09-20T15:49:40.224870
ACCT_00001531,CUST_000775,CHECKING,660264424,BR_04,316745.58,INACTIVE,2023-07-11,2026-09-20T15:49:40.224879
ACCT_00001532,CUST_000775,MONEY_MARKET,295581034,BR_11,50274.65,INACTIVE,2025-01-16,2026-09-20T15:49:40.224883
ACCT_00001533,CUST_000776,MONEY_MARKET,762400532,BR_07,192974.24,CLOSED,2022-08-15,2026-09-20T15:49:40.224892
ACCT_00001534,CUST_000776,SAVINGS,254696542,BR_08,481551.33,CLOSED,2025-05-24,2026-09-20T15:49:40.224895
ACCT_00001535,CUST_000776,SAVINGS,582114758,BR_15,318697.18,INACTIVE,2022-08-09,2026-09-20T15:49:40.224898
ACCT_00001536,CUST_000777,MONEY_MARKET,543755436,BR_03,373475.37,ACTIVE,2024-08-01,2026-09-20T15:49:40.224908
ACCT_00001537,CUST_000777,MONEY_MARKET,893225116,BR_12,83937.7,INACTIVE,2025-01-09,2026-09-20T15:49:40.224911
ACCT_00001538,CUST_000778,CHECKING,664603155,BR_04,402711.84,ACTIVE,2022-09-02,2026-09-20T15:49:40.224922
ACCT_00001539,CUST_000779,CHECKING,891397304,BR_03,95292.82,ACTIVE,2025-12-06,2026-09-20T15:49:40.224932
ACCT_00001540,CUST_000779,CHECKING,751309502,BR_03,439344.15,CLOSED,2026-08-07,2026-09-20T15:49:40.224935
ACCT_00001541,CUST_000779,MONEY_MARKET,427351075,BR_10,46392.78,INACTIVE,2022-07-01,2026-09-20T15:49:40.224938
ACCT_00001542,CUST_000780,CHECKING,657906157,BR_04,207742.46,INACTIVE,2025-09-28,2026-09-20T15:49:40.224948
ACCT_00001543,CUST_000781,MONEY_MARKET,693506495,BR_08,172569.05,CLOSED,2025-09-17,2026-09-20T15:49:40.224958
ACCT_00001544,CUST_000782,SAVINGS,656929800,BR_12,43637.24,INACTIVE,2025-08-24,2026-09-20T15:49:40.224967
ACCT_00001545,CUST_000782,CHECKING,475903808,BR_08,232184.29,INACTIVE,2022-06-14,2026-09-20T15:49:40.224970
ACCT_00001546,CUST_000783,MONEY_MARKET,774024817,BR_05,241968.29,INACTIVE,2025-10-09,2026-09-20T15:49:40.224980
ACCT_00001547,CUST_000783,MONEY_MARKET,135104676,BR_06,71308.64,ACTIVE,2023-10-10,2026-09-20T15:49:40.224983
ACCT_00001548,CUST_000784,MONEY_MARKET,587020605,BR_07,449835.76,CLOSED,2025-04-15,2026-09-20T15:49:40.224993
ACCT_00001549,CUST_000784,MONEY_MARKET,209790046,BR_07,26642.92,ACTIVE,2022-08-11,2026-09-20T15:49:40.224996
ACCT_00001550,CUST_000784,SAVINGS,229847349,BR_11,234439.36,ACTIVE,2024-01-28,2026-09-20T15:49:40.224999
ACCT_00001551,CUST_000785,CHECKING,312945757,BR_08,393627.11,CLOSED,2025-06-03,2026-09-20T15:49:40.225009
ACCT_00001552,CUST_000785,MONEY_MARKET,803726191,BR_10,483313.45,ACTIVE,2024-10-23,2026-09-20T15:49:40.225012
ACCT_00001553,CUST_000785,CHECKING,285267560,BR_03,288366.37,CLOSED,2023-03-11,2026-09-20T15:49:40.225015
ACCT_00001554,CUST_000786,MONEY_MARKET,542317499,BR_15,85679.17,ACTIVE,2022-07-13,2026-09-20T15:49:40.225025
ACCT_00001555,CUST_000787,SAVINGS,805713699,BR_14,292629.85,CLOSED,2024-12-09,2026-09-20T15:49:40.225035
ACCT_00001556,CUST_000787,CHECKING,693925686,BR_09,72022.09,ACTIVE,2024-10-25,2026-09-20T15:49:40.225038
ACCT_00001557,CUST_000788,SAVINGS,854271682,BR_04,394696.91,CLOSED,2025-07-01,2026-09-20T15:49:40.225047
ACCT_00001558,CUST_000788,SAVINGS,696940471,BR_05,133462.45,ACTIVE,2023-11-24,2026-09-20T15:49:40.225050
ACCT_00001559,CUST_000788,MONEY_MARKET,792140950,BR_08,368583.76,INACTIVE,2025-05-30,2026-09-20T15:49:40.225053
ACCT_00001560,CUST_000789,SAVINGS,411216329,BR_04,470954.98,CLOSED,2024-10-09,2026-09-20T15:49:40.225063
ACCT_00001561,CUST_000790,SAVINGS,720202856,BR_13,476543.4,INACTIVE,2023-03-19,2026-09-20T15:49:40.225073
ACCT_00001562,CUST_000790,MONEY_MARKET,878494795,BR_02,90312.19,INACTIVE,2023-04-03,2026-09-20T15:49:40.225076
ACCT_00001563,CUST_000791,SAVINGS,102886304,BR_03,285564.5,INACTIVE,2026-03-31,2026-09-20T15:49:40.225085
ACCT_00001564,CUST_000791,CHECKING,159525591,BR_06,123320.03,CLOSED,2024-01-05,2026-09-20T15:49:40.225088
ACCT_00001565,CUST_000791,MONEY_MARKET,634402283,BR_12,56345.29,INACTIVE,2022-09-02,2026-09-20T15:49:40.225091
ACCT_00001566,CUST_000792,CHECKING,722317728,BR_09,472907.56,CLOSED,2025-04-11,2026-09-20T15:49:40.225101
ACCT_00001567,CUST_000792,CHECKING,260244776,BR_01,406179.15,ACTIVE,2025-11-19,2026-09-20T15:49:40.225104
ACCT_00001568,CUST_000793,SAVINGS,882975849,BR_13,363082.05,ACTIVE,2023-07-26,2026-09-20T15:49:40.225114
ACCT_00001569,CUST_000793,CHECKING,286043308,BR_01,441697.4,INACTIVE,2022-05-16,2026-09-20T15:49:40.225117
ACCT_00001570,CUST_000794,SAVINGS,751310272,BR_13,469869.47,INACTIVE,2023-09-24,2026-09-20T15:49:40.225126
ACCT_00001571,CUST_000794,MONEY_MARKET,643222512,BR_14,284503.76,INACTIVE,2022-10-21,2026-09-20T15:49:40.225129
ACCT_00001572,CUST_000794,CHECKING,844446263,BR_12,361050.04,INACTIVE,2022-11-24,2026-09-20T15:49:40.225134
ACCT_00001573,CUST_000795,SAVINGS,298273092,BR_04,318749.82,INACTIVE,2026-04-19,2026-09-20T15:49:40.225144
ACCT_00001574,CUST_000795,CHECKING,316890695,BR_01,139137.28,INACTIVE,2025-04-25,2026-09-20T15:49:40.225147
ACCT_00001575,CUST_000795,SAVINGS,793000324,BR_02,407354.9,CLOSED,2024-11-03,2026-09-20T15:49:40.225150
ACCT_00001576,CUST_000796,SAVINGS,171305518,BR_06,417608.52,ACTIVE,2025-06-17,2026-09-20T15:49:40.225160
ACCT_00001577,CUST_000797,MONEY_MARKET,200469209,BR_01,389494.52,CLOSED,2023-05-27,2026-09-20T15:49:40.225170
ACCT_00001578,CUST_000797,CHECKING,936681653,BR_15,364910.45,CLOSED,2022-06-09,2026-09-20T15:49:40.225173
ACCT_00001579,CUST_000797,SAVINGS,812973558,BR_01,46328.28,ACTIVE,2023-12-17,2026-09-20T15:49:40.225176
ACCT_00001580,CUST_000798,MONEY_MARKET,889116616,BR_09,96506.35,CLOSED,2022-01-08,2026-09-20T15:49:40.225186
ACCT_00001581,CUST_000798,CHECKING,105274731,BR_10,207850.65,INACTIVE,2026-03-05,2026-09-20T15:49:40.225189
ACCT_00001582,CUST_000799,MONEY_MARKET,737249630,BR_08,46555.32,ACTIVE,2025-10-28,2026-09-20T15:49:40.225199
ACCT_00001583,CUST_000800,CHECKING,779990700,BR_03,365904.54,ACTIVE,2025-06-23,2026-09-20T15:49:40.225209
ACCT_00001584,CUST_000800,CHECKING,226786584,BR_14,343424.3,CLOSED,2024-01-22,2026-09-20T15:49:40.225212
ACCT_00001585,CUST_000801,SAVINGS,908162364,BR_11,69903.56,ACTIVE,2023-03-30,2026-09-20T15:49:40.225221
ACCT_00001586,CUST_000801,MONEY_MARKET,823098233,BR_02,58055.35,INACTIVE,2024-05-19,2026-09-20T15:49:40.225225
ACCT_00001587,CUST_000802,CHECKING,294032644,BR_01,60566.3,CLOSED,2026-06-17,2026-09-20T15:49:40.225235
ACCT_00001588,CUST_000803,CHECKING,876314648,BR_06,330892.67,CLOSED,2022-05-18,2026-09-20T15:49:40.225244
ACCT_00001589,CUST_000803,SAVINGS,367011518,BR_04,462748.94,CLOSED,2022-07-19,2026-09-20T15:49:40.225247
ACCT_00001590,CUST_000804,CHECKING,415263725,BR_10,96303.04,INACTIVE,2024-09-30,2026-09-20T15:49:40.225257
ACCT_00001591,CUST_000805,MONEY_MARKET,114397874,BR_11,89500.96,CLOSED,2021-09-21,2026-09-20T15:49:40.225267
ACCT_00001592,CUST_000806,SAVINGS,933920254,BR_09,51904.42,INACTIVE,2025-08-26,2026-09-20T15:49:40.225276
ACCT_00001593,CUST_000806,CHECKING,196744637,BR_05,11452.45,CLOSED,2022-10-23,2026-09-20T15:49:40.225279
ACCT_00001594,CUST_000806,SAVINGS,771462722,BR_09,70391.55,INACTIVE,2021-10-26,2026-09-20T15:49:40.225282
ACCT_00001595,CUST_000807,MONEY_MARKET,813956153,BR_06,490993.72,ACTIVE,2023-04-18,2026-09-20T15:49:40.225292
ACCT_00001596,CUST_000808,SAVINGS,238305910,BR_01,420011.69,CLOSED,2025-07-21,2026-09-20T15:49:40.225302
ACCT_00001597,CUST_000808,MONEY_MARKET,493770320,BR_06,360814.95,ACTIVE,2022-02-04,2026-09-20T15:49:40.225305
ACCT_00001598,CUST_000809,MONEY_MARKET,803468817,BR_01,402700.54,ACTIVE,2022-08-17,2026-09-20T15:49:40.225315
ACCT_00001599,CUST_000809,MONEY_MARKET,710819605,BR_10,172684.86,CLOSED,2023-05-15,2026-09-20T15:49:40.225318
ACCT_00001600,CUST_000809,SAVINGS,984219571,BR_01,388203.86,ACTIVE,2024-02-04,2026-09-20T15:49:40.225321
ACCT_00001601,CUST_000810,CHECKING,395775004,BR_04,211988.67,INACTIVE,2023-07-23,2026-09-20T15:49:40.225331
ACCT_00001602,CUST_000811,MONEY_MARKET,493731040,BR_07,153541.88,ACTIVE,2025-06-13,2026-09-20T15:49:40.225342
ACCT_00001603,CUST_000811,CHECKING,378482739,BR_02,444062.34,ACTIVE,2026-06-30,2026-09-20T15:49:40.225345
ACCT_00001604,CUST_000812,SAVINGS,157783846,BR_07,61644.12,CLOSED,2025-09-24,2026-09-20T15:49:40.225355
ACCT_00001605,CUST_000813,CHECKING,698641566,BR_08,139037.59,ACTIVE,2023-04-13,2026-09-20T15:49:40.225365
ACCT_00001606,CUST_000813,MONEY_MARKET,166055052,BR_08,359448.61,ACTIVE,2024-03-21,2026-09-20T15:49:40.225368
ACCT_00001607,CUST_000814,MONEY_MARKET,124030760,BR_07,114177.8,ACTIVE,2021-10-25,2026-09-20T15:49:40.225377
ACCT_00001608,CUST_000814,SAVINGS,670207584,BR_11,472581.7,ACTIVE,2024-09-19,2026-09-20T15:49:40.225380
ACCT_00001609,CUST_000815,SAVINGS,270293780,BR_14,439305.73,CLOSED,2023-01-15,2026-09-20T15:49:40.225390
ACCT_00001610,CUST_000815,CHECKING,338195561,BR_12,355194.83,INACTIVE,2026-06-16,2026-09-20T15:49:40.225393
ACCT_00001611,CUST_000816,CHECKING,233889899,BR_01,308106.99,INACTIVE,2023-11-09,2026-09-20T15:49:40.225403
ACCT_00001612,CUST_000817,MONEY_MARKET,584766109,BR_06,211652.25,INACTIVE,2023-02-23,2026-09-20T15:49:40.225413
ACCT_00001613,CUST_000817,CHECKING,498237964,BR_08,295102.44,INACTIVE,2024-07-21,2026-09-20T15:49:40.225416
ACCT_00001614,CUST_000817,SAVINGS,556522920,BR_14,86324.0,ACTIVE,2025-03-25,2026-09-20T15:49:40.225419
ACCT_00001615,CUST_000818,CHECKING,246951403,BR_14,405062.9,INACTIVE,2024-03-15,2026-09-20T15:49:40.225428
ACCT_00001616,CUST_000818,CHECKING,218713151,BR_01,277515.21,ACTIVE,2022-03-03,2026-09-20T15:49:40.225431
ACCT_00001617,CUST_000819,CHECKING,141586445,BR_04,13420.04,CLOSED,2022-03-12,2026-09-20T15:49:40.225441
ACCT_00001618,CUST_000819,SAVINGS,694684773,BR_04,50278.56,INACTIVE,2025-02-02,2026-09-20T15:49:40.225444
ACCT_00001619,CUST_000819,CHECKING,625042799,BR_03,211960.26,ACTIVE,2023-08-03,2026-09-20T15:49:40.225447
ACCT_00001620,CUST_000820,MONEY_MARKET,204612871,BR_13,363408.86,INACTIVE,2024-02-16,2026-09-20T15:49:40.225457
ACCT_00001621,CUST_000821,CHECKING,736457654,BR_01,434229.45,ACTIVE,2024-09-19,2026-09-20T15:49:40.225467
ACCT_00001622,CUST_000822,CHECKING,597631383,BR_02,97823.33,ACTIVE,2024-05-07,2026-09-20T15:49:40.225477
ACCT_00001623,CUST_000822,SAVINGS,209163516,BR_04,27036.15,CLOSED,2025-05-09,2026-09-20T15:49:40.225479
ACCT_00001624,CUST_000822,SAVINGS,185585358,BR_01,406517.28,INACTIVE,2024-08-12,2026-09-20T15:49:40.225483
ACCT_00001625,CUST_000823,SAVINGS,628316550,BR_05,99827.32,INACTIVE,2025-08-28,2026-09-20T15:49:40.225492
ACCT_00001626,CUST_000823,CHECKING,855983760,BR_04,12492.59,CLOSED,2024-03-13,2026-09-20T15:49:40.225495
ACCT_00001627,CUST_000823,CHECKING,474664565,BR_09,429716.33,CLOSED,2024-08-24,2026-09-20T15:49:40.225498
ACCT_00001628,CUST_000824,SAVINGS,855278334,BR_07,298120.53,INACTIVE,2026-06-22,2026-09-20T15:49:40.225508
ACCT_00001629,CUST_000824,CHECKING,229381992,BR_09,2832.79,ACTIVE,2022-11-16,2026-09-20T15:49:40.225511
ACCT_00001630,CUST_000825,MONEY_MARKET,532266824,BR_03,411310.47,INACTIVE,2025-03-19,2026-09-20T15:49:40.225521
ACCT_00001631,CUST_000826,SAVINGS,569019932,BR_14,74541.89,INACTIVE,2023-05-11,2026-09-20T15:49:40.225531
ACCT_00001632,CUST_000826,CHECKING,663302051,BR_04,415363.45,CLOSED,2021-11-07,2026-09-20T15:49:40.225534
ACCT_00001633,CUST_000827,CHECKING,134450612,BR_01,489913.43,INACTIVE,2024-04-24,2026-09-20T15:49:40.225544
ACCT_00001634,CUST_000827,SAVINGS,207553685,BR_05,482543.97,CLOSED,2023-05-03,2026-09-20T15:49:40.225547
ACCT_00001635,CUST_000828,CHECKING,953735774,BR_02,25383.72,CLOSED,2023-12-01,2026-09-20T15:49:40.225557
ACCT_00001636,CUST_000829,SAVINGS,233491252,BR_15,126233.08,ACTIVE,2022-06-10,2026-09-20T15:49:40.225566
ACCT_00001637,CUST_000829,MONEY_MARKET,382065740,BR_10,118052.39,CLOSED,2026-04-04,2026-09-20T15:49:40.225570
ACCT_00001638,CUST_000829,MONEY_MARKET,704431587,BR_13,349996.95,CLOSED,2023-02-06,2026-09-20T15:49:40.225572
ACCT_00001639,CUST_000830,SAVINGS,716509119,BR_01,157591.98,CLOSED,2022-09-02,2026-09-20T15:49:40.225582
ACCT_00001640,CUST_000830,CHECKING,440017427,BR_13,86143.07,INACTIVE,2023-03-20,2026-09-20T15:49:40.225585
ACCT_00001641,CUST_000830,MONEY_MARKET,638842340,BR_01,403935.19,INACTIVE,2023-01-05,2026-09-20T15:49:40.225588
ACCT_00001642,CUST_000831,SAVINGS,524128244,BR_13,303093.94,INACTIVE,2023-01-21,2026-09-20T15:49:40.225598
ACCT_00001643,CUST_000831,CHECKING,795813602,BR_02,99412.02,CLOSED,2024-03-05,2026-09-20T15:49:40.225601
ACCT_00001644,CUST_000831,MONEY_MARKET,229147444,BR_14,207346.67,CLOSED,2023-07-09,2026-09-20T15:49:40.225604
ACCT_00001645,CUST_000832,SAVINGS,209581171,BR_07,454047.07,ACTIVE,2025-10-21,2026-09-20T15:49:40.225614
ACCT_00001646,CUST_000832,CHECKING,620716920,BR_05,476277.93,INACTIVE,2023-12-13,2026-09-20T15:49:40.225617
ACCT_00001647,CUST_000832,MONEY_MARKET,385802293,BR_04,116726.11,ACTIVE,2022-05-14,2026-09-20T15:49:40.225619
ACCT_00001648,CUST_000833,SAVINGS,296511221,BR_04,368510.29,CLOSED,2022-11-19,2026-09-20T15:49:40.225629
ACCT_00001649,CUST_000833,MONEY_MARKET,739006672,BR_05,291473.68,ACTIVE,2023-03-20,2026-09-20T15:49:40.225632
ACCT_00001650,CUST_000834,CHECKING,171935975,BR_12,411290.73,INACTIVE,2025-09-17,2026-09-20T15:49:40.225643
ACCT_00001651,CUST_000834,SAVINGS,809015667,BR_03,13250.84,INACTIVE,2026-05-09,2026-09-20T15:49:40.225647
ACCT_00001652,CUST_000835,SAVINGS,980268284,BR_15,270321.11,ACTIVE,2026-01-17,2026-09-20T15:49:40.225656
ACCT_00001653,CUST_000835,CHECKING,541030781,BR_01,420529.62,CLOSED,2022-11-28,2026-09-20T15:49:40.225659
ACCT_00001654,CUST_000835,MONEY_MARKET,129452101,BR_11,401644.43,CLOSED,2025-03-08,2026-09-20T15:49:40.225662
ACCT_00001655,CUST_000836,MONEY_MARKET,958119260,BR_02,117681.85,CLOSED,2022-09-14,2026-09-20T15:49:40.225672
ACCT_00001656,CUST_000837,MONEY_MARKET,650781494,BR_10,252277.94,CLOSED,2024-02-15,2026-09-20T15:49:40.225683
ACCT_00001657,CUST_000837,CHECKING,220212598,BR_02,488008.05,ACTIVE,2022-07-17,2026-09-20T15:49:40.225687
ACCT_00001658,CUST_000837,MONEY_MARKET,640789555,BR_11,293864.94,INACTIVE,2022-12-06,2026-09-20T15:49:40.225690
ACCT_00001659,CUST_000838,CHECKING,975441966,BR_14,425715.15,CLOSED,2024-05-26,2026-09-20T15:49:40.225700
ACCT_00001660,CUST_000838,SAVINGS,426540001,BR_09,69206.5,ACTIVE,2024-02-09,2026-09-20T15:49:40.225703
ACCT_00001661,CUST_000838,SAVINGS,660435567,BR_09,368749.04,ACTIVE,2023-06-09,2026-09-20T15:49:40.225705
ACCT_00001662,CUST_000839,MONEY_MARKET,501363926,BR_08,466260.23,CLOSED,2025-09-02,2026-09-20T15:49:40.225715
ACCT_00001663,CUST_000839,CHECKING,971739084,BR_01,129824.39,ACTIVE,2024-04-16,2026-09-20T15:49:40.225718
ACCT_00001664,CUST_000840,SAVINGS,608175439,BR_11,46939.17,ACTIVE,2021-12-01,2026-09-20T15:49:40.225728
ACCT_00001665,CUST_000840,CHECKING,508290225,BR_10,42655.5,CLOSED,2024-05-18,2026-09-20T15:49:40.225731
ACCT_00001666,CUST_000841,MONEY_MARKET,817242090,BR_02,467080.92,CLOSED,2023-11-02,2026-09-20T15:49:40.225743
ACCT_00001667,CUST_000842,MONEY_MARKET,390357088,BR_13,82758.18,CLOSED,2024-04-06,2026-09-20T15:49:40.225752
ACCT_00001668,CUST_000842,MONEY_MARKET,641903228,BR_03,231733.2,INACTIVE,2023-05-25,2026-09-20T15:49:40.225756
ACCT_00001669,CUST_000842,MONEY_MARKET,612320575,BR_11,317730.75,INACTIVE,2026-05-25,2026-09-20T15:49:40.225759
ACCT_00001670,CUST_000843,SAVINGS,346249012,BR_12,59045.2,ACTIVE,2022-03-17,2026-09-20T15:49:40.225768
ACCT_00001671,CUST_000843,MONEY_MARKET,554754137,BR_02,177369.56,ACTIVE,2023-11-13,2026-09-20T15:49:40.225772
ACCT_00001672,CUST_000843,MONEY_MARKET,789693165,BR_04,88596.94,INACTIVE,2022-11-10,2026-09-20T15:49:40.225775
ACCT_00001673,CUST_000844,MONEY_MARKET,699349393,BR_04,166720.13,INACTIVE,2024-08-26,2026-09-20T15:49:40.225784
ACCT_00001674,CUST_000844,CHECKING,936477825,BR_15,230173.72,CLOSED,2022-11-18,2026-09-20T15:49:40.225788
ACCT_00001675,CUST_000844,MONEY_MARKET,527519094,BR_03,146495.65,ACTIVE,2023-04-01,2026-09-20T15:49:40.225791
ACCT_00001676,CUST_000845,MONEY_MARKET,786823261,BR_05,417559.79,INACTIVE,2024-06-27,2026-09-20T15:49:40.225800
ACCT_00001677,CUST_000845,MONEY_MARKET,366991189,BR_12,132489.2,CLOSED,2024-03-25,2026-09-20T15:49:40.225803
ACCT_00001678,CUST_000846,SAVINGS,586469216,BR_09,156265.6,ACTIVE,2024-02-24,2026-09-20T15:49:40.225813
ACCT_00001679,CUST_000847,CHECKING,702190000,BR_06,51194.62,ACTIVE,2025-09-28,2026-09-20T15:49:40.225823
ACCT_00001680,CUST_000848,MONEY_MARKET,916096639,BR_04,412777.35,INACTIVE,2025-02-04,2026-09-20T15:49:40.225832
ACCT_00001681,CUST_000848,MONEY_MARKET,687027434,BR_03,271.62,CLOSED,2022-03-19,2026-09-20T15:49:40.225835
ACCT_00001682,CUST_000849,SAVINGS,674046082,BR_07,266398.45,CLOSED,2025-05-12,2026-09-20T15:49:40.225845
ACCT_00001683,CUST_000850,CHECKING,568052911,BR_03,492507.72,INACTIVE,2023-12-13,2026-09-20T15:49:40.225855
ACCT_00001684,CUST_000850,CHECKING,908415147,BR_09,222642.64,CLOSED,2026-04-04,2026-09-20T15:49:40.225858
ACCT_00001685,CUST_000850,SAVINGS,123681194,BR_10,416527.01,ACTIVE,2024-12-15,2026-09-20T15:49:40.225861
ACCT_00001686,CUST_000851,CHECKING,990879569,BR_02,293290.32,CLOSED,2025-03-31,2026-09-20T15:49:40.225871
ACCT_00001687,CUST_000852,MONEY_MARKET,911202337,BR_10,320084.49,ACTIVE,2022-01-14,2026-09-20T15:49:40.225881
ACCT_00001688,CUST_000852,CHECKING,867440618,BR_07,54069.44,ACTIVE,2023-12-22,2026-09-20T15:49:40.225884
ACCT_00001689,CUST_000853,SAVINGS,100455715,BR_06,93371.53,ACTIVE,2026-05-24,2026-09-20T15:49:40.225894
ACCT_00001690,CUST_000853,SAVINGS,444904727,BR_09,255570.68,INACTIVE,2024-10-10,2026-09-20T15:49:40.225898
ACCT_00001691,CUST_000853,MONEY_MARKET,123548089,BR_15,82870.12,INACTIVE,2022-06-07,2026-09-20T15:49:40.225901
ACCT_00001692,CUST_000854,SAVINGS,255310912,BR_05,62372.21,ACTIVE,2024-03-26,2026-09-20T15:49:40.225912
ACCT_00001693,CUST_000854,SAVINGS,798239012,BR_01,436533.65,CLOSED,2025-01-06,2026-09-20T15:49:40.225915
ACCT_00001694,CUST_000855,CHECKING,945784252,BR_10,208253.8,ACTIVE,2024-01-02,2026-09-20T15:49:40.225925
ACCT_00001695,CUST_000855,MONEY_MARKET,619948299,BR_15,455785.88,CLOSED,2026-04-10,2026-09-20T15:49:40.225928
ACCT_00001696,CUST_000856,CHECKING,851828237,BR_05,297314.14,CLOSED,2022-06-01,2026-09-20T15:49:40.225938
ACCT_00001697,CUST_000856,MONEY_MARKET,776980179,BR_01,273397.52,CLOSED,2026-08-16,2026-09-20T15:49:40.225941
ACCT_00001698,CUST_000856,SAVINGS,595773511,BR_14,275621.36,ACTIVE,2025-02-11,2026-09-20T15:49:40.225945
ACCT_00001699,CUST_000857,SAVINGS,390844530,BR_07,258534.1,ACTIVE,2022-03-23,2026-09-20T15:49:40.225956
ACCT_00001700,CUST_000858,SAVINGS,768455304,BR_03,459566.45,CLOSED,2024-07-11,2026-09-20T15:49:40.225966
ACCT_00001701,CUST_000859,MONEY_MARKET,553317805,BR_10,331617.66,CLOSED,2022-02-15,2026-09-20T15:49:40.225975
ACCT_00001702,CUST_000859,CHECKING,850417486,BR_10,197974.2,CLOSED,2023-07-23,2026-09-20T15:49:40.225978
ACCT_00001703,CUST_000860,SAVINGS,644089873,BR_07,283653.98,CLOSED,2021-10-11,2026-09-20T15:49:40.225988
ACCT_00001704,CUST_000860,CHECKING,451464283,BR_06,294217.26,INACTIVE,2022-02-18,2026-09-20T15:49:40.225991
ACCT_00001705,CUST_000861,CHECKING,218805217,BR_02,306887.18,CLOSED,2023-04-13,2026-09-20T15:49:40.226002
ACCT_00001706,CUST_000861,MONEY_MARKET,293897825,BR_01,422424.76,INACTIVE,2024-08-12,2026-09-20T15:49:40.226006
ACCT_00001707,CUST_000861,CHECKING,848388271,BR_15,190806.81,CLOSED,2026-05-22,2026-09-20T15:49:40.226009
ACCT_00001708,CUST_000862,CHECKING,175573878,BR_08,39395.3,CLOSED,2022-07-22,2026-09-20T15:49:40.226019
ACCT_00001709,CUST_000862,CHECKING,343813723,BR_14,298043.67,CLOSED,2022-02-10,2026-09-20T15:49:40.226022
ACCT_00001710,CUST_000863,CHECKING,552312481,BR_06,124351.58,CLOSED,2023-01-03,2026-09-20T15:49:40.226032
ACCT_00001711,CUST_000863,CHECKING,207383106,BR_09,289676.5,INACTIVE,2024-07-20,2026-09-20T15:49:40.226035
ACCT_00001712,CUST_000864,CHECKING,506929818,BR_08,3938.4,ACTIVE,2023-04-23,2026-09-20T15:49:40.226046
ACCT_00001713,CUST_000864,MONEY_MARKET,799357417,BR_10,150636.27,ACTIVE,2024-12-18,2026-09-20T15:49:40.226049
ACCT_00001714,CUST_000864,MONEY_MARKET,723160986,BR_05,89545.88,INACTIVE,2024-07-12,2026-09-20T15:49:40.226052
ACCT_00001715,CUST_000865,MONEY_MARKET,394174865,BR_13,451524.51,CLOSED,2023-03-14,2026-09-20T15:49:40.226065
ACCT_00001716,CUST_000865,SAVINGS,563147801,BR_08,205289.1,INACTIVE,2022-03-19,2026-09-20T15:49:40.226069
ACCT_00001717,CUST_000866,SAVINGS,273762867,BR_01,410113.67,INACTIVE,2024-11-15,2026-09-20T15:49:40.226078
ACCT_00001718,CUST_000866,SAVINGS,491043371,BR_08,378157.52,INACTIVE,2023-08-17,2026-09-20T15:49:40.226081
ACCT_00001719,CUST_000867,MONEY_MARKET,583850916,BR_13,476500.37,INACTIVE,2025-05-26,2026-09-20T15:49:40.226091
ACCT_00001720,CUST_000868,MONEY_MARKET,964646304,BR_10,14542.78,ACTIVE,2025-04-12,2026-09-20T15:49:40.226102
ACCT_00001721,CUST_000869,SAVINGS,957844513,BR_07,437955.23,ACTIVE,2021-11-06,2026-09-20T15:49:40.226113
ACCT_00001722,CUST_000869,MONEY_MARKET,297917845,BR_13,209425.11,CLOSED,2025-01-06,2026-09-20T15:49:40.226116
ACCT_00001723,CUST_000870,CHECKING,525728311,BR_11,167067.64,CLOSED,2024-09-10,2026-09-20T15:49:40.226125
ACCT_00001724,CUST_000871,CHECKING,109831282,BR_12,465964.52,INACTIVE,2025-09-27,2026-09-20T15:49:40.226135
ACCT_00001725,CUST_000872,CHECKING,287805936,BR_03,147126.75,INACTIVE,2024-03-28,2026-09-20T15:49:40.226144
